user_id,poi_id,venueCategory,lat,lon,week,time,Classification_Numeric
1016,4e5dbf1e1f6e3022a71c242b,Home,40.91220464,-74.01238511,Tuesday,18:55:51,6
803,4c56f9ad30d82d7f3cbcd862,Office,40.74697652,-73.98325259,Tuesday,18:56:09,8
895,4d4de33cd6f3224bca73a1a6,Other Great Outdoors,40.91192343,-73.78237724,Tuesday,18:57:40,1
1012,4c62bfd0e1621b8dfe232453,Neighborhood,40.75951305,-73.8314724,Tuesday,18:57:46,6
749,4f51526fe4b002a741157c16,Animal Shelter,40.771046,-74.065758,Tuesday,18:58:56,2
916,4b8d2387f964a520dbe932e3,Light Rail,40.72703111,-74.03484821,Tuesday,19:00:04,5
438,4c1a2bbf838020a1adc4e661,Office,40.7514116,-73.97994108,Tuesday,19:00:31,8
217,4af42a00f964a52055f021e3,Office,40.75539132,-73.97425915,Tuesday,19:01:16,8
656,4ea828b19a526de96a96ad94,College Academic Building,40.7383284,-74.17913158,Tuesday,19:01:19,4
225,4b565676f964a520120c28e3,Ice Cream Shop,40.725891,-73.79143081,Tuesday,19:01:28,3
628,4af12cb7f964a520d3e021e3,Drink Shop,40.83162209,-74.13679361,Tuesday,19:01:40,2
225,4b6214e1f964a52059342ae3,Sandwich Place,40.726045,-73.79091154,Tuesday,19:03:16,3
504,4c3b49c54565e21eb775566a,American Restaurant,40.71528089,-74.03639537,Tuesday,19:03:38,3
226,462a6065f964a520d9451fe3,American Restaurant,40.75821277,-73.98682594,Tuesday,19:03:47,3
164,4f7b49bbe4b00fc6db78ec89,Office,40.76235954,-73.97223886,Tuesday,19:04:41,8
445,4e9bb3850cd6de03c41c1963,Subway,40.8286022,-73.87925863,Tuesday,19:05:22,5
235,4a8ae51ef964a520c10a20e3,Coffee Shop,40.74546291,-73.99098305,Tuesday,19:07:59,2
118,4c72dbbf13228cfa0c362c65,Laundry Service,40.60014372,-73.94659322,Tuesday,19:08:27,2
1054,4e5590b5814d6ce5cc849483,Apartment,40.87063009,-74.09792627,Tuesday,19:08:42,6
881,4f4767e3e4b06a7740bdc8dd,Building,40.80870048,-73.95851531,Tuesday,19:09:18,8
713,45c76421f964a52066421fe3,Coffee Shop,40.74404465,-73.98373696,Tuesday,19:09:49,2
706,4cd1a3d601eaf04db979bf5d,Drink Shop,40.67755881,-73.7445248,Tuesday,19:11:04,2
706,4bb50ba546d4a593de78c4c0,Drugstore,40.67912093,-73.74992033,Tuesday,19:12:08,7
673,4cfbe68a0df3236a2a30fca9,Automotive Shop,40.699108,-73.955248,Tuesday,19:14:07,2
143,43a52546f964a520532c1fe3,Airport,40.64508936,-73.78452301,Tuesday,19:14:15,5
1005,3fd66200f964a52004e61ee3,Cuban Restaurant,40.7228417,-73.99411647,Tuesday,19:14:31,3
706,4c3a1d102c8020a1f9d58d00,Drink Shop,40.68006413,-73.76161876,Tuesday,19:14:34,2
706,4bbfcfd3461576b0d4487932,BBQ Joint,40.68083,-73.76331,Tuesday,19:15:04,3
912,4ee6e1970e61681b98844283,Other Nightlife,40.74623905,-73.98058961,Tuesday,19:15:06,0
537,4f68c7b0e4b0c15ca3e46388,Office,40.75931346,-73.97849478,Tuesday,19:16:47,8
406,3fd66200f964a5209ee41ee3,Mexican Restaurant,40.72828342,-73.987885,Tuesday,19:17:24,3
868,3fd66200f964a52067e51ee3,Sandwich Place,40.738553,-73.987393,Tuesday,19:17:34,3
1055,4c0b32d37e3fc928650bf582,Neighborhood,40.77352188,-73.9567852,Tuesday,19:18:05,6
751,4b609666f964a520f9ee29e3,Mexican Restaurant,40.72862394,-74.005252,Tuesday,19:18:58,3
907,4e359a41814d2eb947337c4e,Home,40.82358935,-74.22380201,Tuesday,19:19:39,6
303,49e2afb2f964a5204d621fe3,Coffee Shop,40.77834721,-73.980903,Tuesday,19:19:54,2
445,4cd544d894848cfa6a0de5b1,Home,40.82477735,-73.88307006,Tuesday,19:20:46,6
793,43695300f964a5208c291fe3,Building,40.74828059,-73.98556262,Tuesday,19:20:53,8
784,4b422afbf964a5200bce25e3,Gym,40.58532515,-73.9520234,Tuesday,19:21:00,0
793,4b4b7979f964a520249d26e3,College Academic Building,40.74837051,-73.98568869,Tuesday,19:21:10,4
734,4df53b7bd4c01ff6b2f262ec,Home,40.94175915,-74.01238511,Tuesday,19:21:58,6
540,4eb4ce184901cef9d84576f8,Home,40.61848447,-73.75366953,Tuesday,19:24:28,6
816,4bd383cba8b3a5935b386a5f,Drugstore,40.94040013,-73.96214862,Tuesday,19:24:52,7
623,4c81086adc018cfaa883c16c,Office,40.70242744,-73.99048448,Tuesday,19:25:03,8
950,4db74cce43a10648ae1614e2,Other Great Outdoors,40.84430601,-74.04396304,Tuesday,19:25:46,1
294,45d1a484f964a520af421fe3,Coffee Shop,40.74277821,-73.99833798,Tuesday,19:26:11,2
950,4bddec8a0ee3a59391312fb0,Italian Restaurant,40.840306,-74.04756322,Tuesday,19:26:31,3
1055,4f24316fe4b063d400403adc,Drink Shop,40.78280364,-73.95175936,Tuesday,19:27:54,2
615,40abf500f964a52035f31ee3,Park,40.73083612,-73.99764061,Tuesday,19:29:18,0
385,4aeb7ef7f964a520abc221e3,Gym,40.8895741,-74.09540176,Tuesday,19:29:36,0
615,4caf3aa3b4b0a35db3273fce,Other Great Outdoors,40.730769,-73.9974505,Tuesday,19:29:44,1
950,4bd44b84a8b3a5937e7f6b5f,Stadium,40.81348443,-74.07433033,Tuesday,19:29:47,0
950,4ed7a5a402d57802e60a57b8,Office,40.80499987,-74.07146,Tuesday,19:30:24,8
173,4f67c6d5e4b0e34eb630101a,Home,40.75568181,-73.88307006,Tuesday,19:30:41,6
292,4a3d4aecf964a52012a21fe3,Church,40.75850534,-73.97652626,Tuesday,19:33:21,0
801,4e5c09011f6e89370a22a4e1,Other Great Outdoors,40.70247981,-73.79981204,Tuesday,19:33:52,1
16,4459d2f1f964a520d7321fe3,Airport,40.68968494,-74.17938709,Tuesday,19:33:58,5
69,4bddaa53e75c0f47d219c503,Salon,40.71285903,-73.87741936,Tuesday,19:34:56,2
467,4a737bf8f964a52091dc1fe3,Train Station,40.707149,-73.99057,Tuesday,19:35:24,5
7,4ace59d0f964a5200ad020e3,Drink Shop,40.774111,-73.959546,Tuesday,19:35:38,2
592,49c27575f964a520f1551fe3,Drink Shop,40.73652697,-73.99055958,Tuesday,19:36:05,2
669,41102700f964a520d60b1fe3,Department Store,40.75061379,-73.98856401,Tuesday,19:36:57,2
574,4c6b02f46d390f4717d3099a,College Academic Building,40.7356185,-73.99721414,Tuesday,19:37:28,4
443,4c4dcaa49efabe9a41cc1569,Office,40.65556632,-74.00839411,Tuesday,19:38:10,8
436,4bc7afbc14d7952160ee67e9,Tanning Salon,40.74434648,-73.99543065,Tuesday,19:38:16,2
636,4bc7ab4c14d79521c6e367e9,Hotel,40.70924712,-74.01355147,Tuesday,19:38:34,6
865,49e7c7c6f964a5201b651fe3,University,40.7111095,-74.00504351,Tuesday,19:40:08,4
225,4baa4741f964a520705a3ae3,Miscellaneous Shop,40.736901,-73.8785,Tuesday,19:40:13,2
621,4c922cde7f3b8cfadacca21e,Student Center,40.95158381,-74.08855677,Tuesday,19:40:48,4
272,4f318c84e5e8657f88d830ac,Bar,40.7257302,-73.79252672,Tuesday,19:42:24,3
1063,4bc33420920eb713d3121d2c,Miscellaneous Shop,40.8415611,-74.15981,Tuesday,19:42:40,2
591,4e4d9c17814dd49447e709e1,Coffee Shop,40.72555133,-73.99476528,Tuesday,19:43:04,2
976,4eb0fd2d0cd6283498fc07ce,Other Great Outdoors,40.7125896,-74.00632024,Tuesday,19:43:17,1
562,4ddfe92e8877e0877e661125,Other Great Outdoors,40.8962127,-73.87670483,Tuesday,19:45:22,1
783,4a888403f964a520bb0620e3,Gym,40.738949,-73.989828,Tuesday,19:47:43,0
319,4ab66100f964a520ce7620e3,Medical Center,40.63904062,-73.99794102,Tuesday,19:48:46,7
468,4ee2cfc18b81bab281e0dd6f,Tattoo Parlor,40.78315572,-74.01868849,Tuesday,19:49:09,2
874,4e634431d22d509a39fb1dc2,Road,40.69140417,-73.71822311,Tuesday,19:49:58,1
107,4a494ce4f964a5202cab1fe3,University,40.74019488,-73.98346494,Tuesday,19:50:32,4
281,4d0a9b2f27f8a35dd0432713,Spanish Restaurant,40.747048,-74.15257037,Tuesday,19:50:48,3
667,4e555a38b0fb1e5686bd6646,Moving Target,40.80050589,-74.2041839,Tuesday,19:50:54,1
718,4d983945b7bf2c0febf5ea2d,Bus Station,40.82670252,-73.95129204,Tuesday,19:51:02,5
557,49f6850af964a5204c6c1fe3,Asian Restaurant,40.7495279,-73.9947032,Tuesday,19:51:07,3
725,4b150df9f964a52011a823e3,Office,40.74914242,-73.97505118,Tuesday,19:51:41,8
774,4f3ceffde4b0811223a089bb,Factory,40.76050366,-73.94384937,Tuesday,19:54:00,8
976,4c0e90c57189c928ccb5d8b6,Bus Station,40.71885936,-73.98790956,Tuesday,19:54:07,5
880,4e6f593d88779c905de9cfa7,School,40.791172,-73.944024,Tuesday,19:54:09,4
1055,4b2da0ddf964a520c9d924e3,Neighborhood,40.78911988,-73.97335052,Tuesday,19:54:11,6
288,42829c80f964a5206a221fe3,Train Station,40.75280621,-73.97717535,Tuesday,19:54:55,5
335,4b93d226f964a520625334e3,Train Station,40.66479595,-73.92295351,Tuesday,19:57:44,5
335,4df2f04dd4c01ff6b2eaca87,Other Great Outdoors,40.66421142,-73.91474955,Tuesday,19:58:01,1
769,4edac72c61af8a14b6d7f7a2,Apartment,40.79924638,-73.93220767,Tuesday,19:59:57,6
562,4b8fbf80f964a5202a6033e3,Subway,40.841927,-73.873511,Tuesday,20:00:37,5
1063,4c6eafcee6b7b1f76344ad8e,Home,40.80876788,-74.11812338,Tuesday,20:00:39,6
194,43a52546f964a520532c1fe3,Airport,40.64508936,-73.78452301,Tuesday,20:01:38,5
100,4a451759f964a520c3a71fe3,General Travel,40.770849,-73.98224824,Tuesday,20:03:06,0
403,4ab6c985f964a5200a7920e3,Hotel,40.71980773,-74.00992625,Tuesday,20:03:52,6
573,4c23e755f7ced13a3dfd216d,Drink Shop,40.83260434,-73.86046496,Tuesday,20:03:56,2
445,4c34e81009a99c7406490c2a,Drugstore,40.73447832,-73.99024844,Tuesday,20:03:59,7
834,4a6ddef7f964a52033d31fe3,Gym,40.83487295,-74.22620649,Tuesday,20:04:11,0
346,4bcb894d0687ef3b19f8ddcc,Asian Restaurant,40.925826,-73.835898,Tuesday,20:04:18,3
1012,4eda1085f5b921398839dd94,Home,40.73569746,-73.81249842,Tuesday,20:04:26,6
968,4ee106e7f7903c92cdfd4d1d,Medical Center,40.86873706,-73.9006602,Tuesday,20:05:43,7
539,4c1836421436a593271a8d75,Apartment,40.7575648,-73.96864592,Tuesday,20:05:46,6
976,4d262ad8b7d5236a10401009,Subway,40.70024353,-73.9411211,Tuesday,20:05:56,5
184,4a06f10df964a5200c731fe3,Deli,40.72098907,-73.98104875,Tuesday,20:05:56,2
184,4a06f10df964a5200c731fe3,Deli,40.72098907,-73.98104875,Tuesday,20:05:56,2
144,4cf2622de9425481cbe96fc5,Home,40.77226863,-73.93010371,Tuesday,20:07:05,6
865,49f3261bf964a520696a1fe3,Diner,40.69754695,-73.99300314,Tuesday,20:07:29,3
562,4ec36fc4754a58e0f97f1766,Neighborhood,40.83991797,-73.87893677,Tuesday,20:07:48,6
734,4b983023f964a520a13235e3,Electronics Store,40.96577081,-74.07566071,Tuesday,20:07:51,2
71,481dfa3af964a5207f4f1fe3,Hotel,40.75261955,-73.99336294,Tuesday,20:08:03,6
688,4cdc8c7699026dcb4a0c1481,Gym,40.74404732,-73.98402737,Tuesday,20:08:04,0
65,4d66b1ef84f28cfa548a6e69,Burrito Place,40.80494,-73.992149,Tuesday,20:09:55,3
885,4a8a998af964a5202b0a20e3,Coffee Shop,40.70964742,-74.0105173,Tuesday,20:10:51,2
885,4a954328f964a520cf2220e3,Office,40.70972827,-74.01076978,Tuesday,20:11:05,8
592,4b44a049f964a5201cf825e3,Subway,40.70491221,-74.01401281,Tuesday,20:11:13,5
267,4e2bada17d8b7deda6d3fda6,Neighborhood,40.87097829,-73.82876809,Tuesday,20:11:28,6
976,4b5ca9dcf964a520f83c29e3,Subway,40.69783673,-73.92736598,Tuesday,20:11:45,5
267,4b344fb5f964a520eb2625e3,Mall,40.86782694,-73.82703923,Tuesday,20:11:54,2
880,4b9ad23ef964a52006d935e3,Fast Food Restaurant,40.78986319,-73.94593309,Tuesday,20:11:54,3
592,4a734456f964a520f8db1fe3,Coffee Shop,40.703253,-74.01422739,Tuesday,20:15:34,2
267,4bea48bca9900f47d1641640,Drink Shop,40.86812592,-73.82576466,Tuesday,20:15:46,2
615,41575800f964a5202f1d1fe3,Dumpling Restaurant,40.72741096,-73.9847218,Tuesday,20:16:59,3
877,4f194039e4b0cfc595e6ee11,Home,40.61249562,-73.98887973,Tuesday,20:18:35,6
820,4a58e445f964a5201fb81fe3,Cupcake Shop,40.741579,-74.029635,Tuesday,20:19:51,3
820,4a7daee3f964a5202bef1fe3,Wings Joint,40.73797973,-74.03076102,Tuesday,20:20:24,3
445,4bae5fb6f964a520b4a93be3,Bar,40.731786,-73.983701,Tuesday,20:21:06,3
516,4f297e04a17c6fd5208ea108,Bar,40.75884666,-73.98955107,Tuesday,20:21:12,3
281,4ccc9b2a7c2ff04d246e9a7e,Park,40.74724254,-74.15266696,Tuesday,20:21:35,0
176,4a954328f964a520cf2220e3,Office,40.70972827,-74.01076978,Tuesday,20:21:44,8
528,45053091f964a520e6381fe3,Caribbean Restaurant,40.57562689,-73.9832985,Tuesday,20:22:14,3
592,4165d880f964a5207e1d1fe3,Ferry,40.70145732,-74.01321429,Tuesday,20:23:14,5
30,4df0e57e1f6ea135c65cfd1c,Office,40.72434796,-73.99731874,Tuesday,20:24:18,8
1063,4f467605e4b0eedbd6d20820,Office,40.79563545,-74.20082468,Tuesday,20:24:56,8
246,4ca0e01c27d3bfb78dfc3a67,Salon,40.76050819,-73.96744635,Tuesday,20:25:40,2
669,4a1de847f964a520aa7b1fe3,Ice Cream Shop,40.74763189,-73.98638613,Tuesday,20:26:09,3
246,4a34038ef964a520929b1fe3,Hardware Store,40.76147154,-73.96677375,Tuesday,20:26:32,2
515,4d633c7da45b548145c8ff2c,Performing Arts Venue,40.72603917,-73.9820838,Tuesday,20:27:23,0
458,4ba62142f964a520b43539e3,Park,40.69594185,-73.99039194,Tuesday,20:27:35,0
615,4e300d723151250387b61125,Ice Cream Shop,40.72634865,-73.98415715,Tuesday,20:27:44,3
710,462d15a3f964a520e7451fe3,Gym,40.84835184,-73.83081858,Tuesday,20:27:50,0
768,4c1c47d601379521e50a47f3,Bus Station,40.83309951,-74.01021481,Tuesday,20:29:37,5
145,4b7ec75ff964a520bafe2fe3,Medical Center,40.72435967,-73.99747938,Tuesday,20:30:13,7
498,4ba9415df964a52095183ae3,Pizza Place,40.62643564,-74.01344956,Tuesday,20:31:56,3
894,4d8faa2f1716a143f36050f7,Road,40.69958071,-73.91140242,Tuesday,20:32:35,1
557,4a299005f964a520a8951fe3,Park,40.74866718,-73.98837626,Tuesday,20:34:20,0
1063,4e05fada6284d9ee92cbd39c,Convenience Store,40.77906995,-74.18814966,Tuesday,20:35:02,2
528,4ba18c00f964a520b1bf37e3,Fast Food Restaurant,40.57715366,-73.9812037,Tuesday,20:37:20,3
313,4ce84192d99f721e0067af73,French Restaurant,40.76170986,-73.96013969,Tuesday,20:37:25,3
120,4bdc528dfed22d7fcea057c9,Subway,40.60189765,-73.99352074,Tuesday,20:38:15,5
976,4e63eda6b3ad629a3a9d1309,Home,40.69321218,-73.93010371,Tuesday,20:38:46,6
798,4b7dce5af964a520cad52fe3,Train Station,40.82527366,-73.92996311,Tuesday,20:38:50,5
798,3fd66200f964a520e1f01ee3,Bar,40.82720715,-73.92603063,Tuesday,20:39:38,3
598,4ecc046b0e61aaf0384f19c4,Coffee Shop,40.7394648,-74.00265604,Tuesday,20:40:33,2
1078,4c6fc1379375a0930fc70437,Home,40.79889202,-74.11812338,Tuesday,20:41:37,6
195,4a9fb11cf964a520343d20e3,University,40.8102201,-73.96047592,Tuesday,20:42:26,4
623,49e4a677f964a52014631fe3,Coffee Shop,40.702345,-73.9906849,Tuesday,20:43:37,2
59,4c65c9c3d6b7b7136f0e184a,General Travel,40.76020475,-73.86111389,Tuesday,20:45:37,0
662,45a62f89f964a52003411fe3,Asian Restaurant,40.71800153,-73.9902829,Tuesday,20:45:37,3
425,4b77007bf964a5204b732ee3,Bookstore,40.931951,-74.132019,Tuesday,20:45:56,2
662,45a62f89f964a52003411fe3,Asian Restaurant,40.71800153,-73.9902829,Tuesday,20:46:44,3
592,4c1a94bcb4e62d7f0c08d893,Ferry,40.69977177,-74.01339054,Tuesday,20:46:49,5
691,4e78d39be4cd13042a2a0bce,Drink Shop,40.745192,-74.219411,Tuesday,20:46:53,2
756,4a8c017df964a520dc0c20e3,Office,40.75269756,-73.99003613,Tuesday,20:48:35,8
100,4b8359e0f964a520830331e3,Bike Shop,40.79456207,-73.97116184,Tuesday,20:49:02,2
667,4e220e09ae6015b212acbc5b,Home,40.91733204,-74.18858249,Tuesday,20:49:53,6
107,4bc29837461576b0a8af7d32,Drink Shop,40.76504877,-73.81954351,Tuesday,20:49:59,2
615,3fd66200f964a520def11ee3,Park,40.7352825,-73.99040315,Tuesday,20:50:42,0
615,4ec56c366c254debeb50c1c4,Campground,40.73506259,-73.99080514,Tuesday,20:50:58,1
318,4bd5c40b5631c9b61ea4a430,Clothing Store,40.74871699,-73.98815949,Tuesday,20:51:27,2
107,4b5fb175f964a52081c829e3,Coffee Shop,40.76528966,-73.81984794,Tuesday,20:51:27,2
669,4a69f764f964a5204bcc1fe3,Cupcake Shop,40.70554075,-74.00825638,Tuesday,20:52:18,3
553,4bf993688d30d13a6c770218,Gas Station,40.6731469,-73.99895423,Tuesday,20:52:56,2
498,4bb7a9d453649c74501046fb,Park,40.63038932,-74.01065502,Tuesday,20:53:10,0
768,4bd6f47d29eb9c7462db95e1,Road,40.8900283,-74.07025337,Tuesday,20:54:05,1
702,4ea5a1bcf7909c68df719911,College Academic Building,40.69351488,-73.99171189,Tuesday,20:55:04,4
768,4f49abc9e4b07165fa77eb39,Parking,40.95589867,-74.06818444,Tuesday,20:55:33,2
702,4ad4a7c0f964a52085e820e3,Mexican Restaurant,40.6941573,-73.99187258,Tuesday,20:55:45,3
768,4a991c59f964a520662d20e3,Mall,40.95634252,-74.06902772,Tuesday,20:56:14,2
318,4bf6c8bfabdaef3b6b5aa184,Clothing Store,40.75003444,-73.98903755,Tuesday,20:56:27,2
620,4b6f2ac9f964a52072e12ce3,Electronics Store,40.86640734,-73.82869342,Tuesday,20:56:38,2
540,4ec7ef6a93ad41338d60c36a,Home,40.61848447,-73.75366953,Tuesday,20:57:14,6
217,42829c80f964a5206a221fe3,Train Station,40.75280621,-73.97717535,Tuesday,20:57:17,5
540,4f4f883fe4b0e5248151646b,Home,40.61848447,-73.75366953,Tuesday,20:57:27,6
84,4bcdc2bf68f976b03abb6483,Salad Place,40.75323992,-73.97408696,Tuesday,20:57:42,3
129,4b8411c4f964a520bd1e31e3,Office,40.75005298,-73.97360802,Tuesday,20:58:08,8
173,4f7b6453e4b08175d7d99e24,Automotive Shop,40.75898179,-73.88981404,Tuesday,20:58:10,2
173,4f67c6d5e4b0e34eb630101a,Home,40.75568181,-73.88307006,Tuesday,20:58:20,6
