passenger_count,tpep_pickup_datetime,tpep_dropoff_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,total_amount
2,2015-01-11 19:19:33,2015-01-11 19:29:13,-73.98799133300781,40.74968719482422,-73.98226928710938,40.77315521240234,11.6
1,2015-01-18 19:50:02,2015-01-18 19:59:25,-73.97658538818358,40.75203323364258,-73.95626831054686,40.76750183105469,13.39
1,2015-01-28 10:48:46,2015-01-28 10:55:36,-73.97270965576173,40.746089935302734,-73.97037506103516,40.75335311889648,7.55
2,2015-01-22 15:31:29,2015-01-22 15:41:29,-73.95819854736328,40.78464126586913,-73.95755767822266,40.77531814575195,8.3
6,2015-01-22 22:14:40,2015-01-22 22:24:57,-73.97708892822266,40.7641716003418,-73.97254943847656,40.74618911743164,12.36
1,2015-01-17 00:01:36,2015-01-17 00:03:34,-73.96936798095702,40.75041580200195,-73.96321868896483,40.757843017578125,5.3
2,2015-01-13 14:25:47,2015-01-13 14:53:37,-73.97296142578125,40.7559051513672,-74.00724792480467,40.72335433959961,23.75
1,2015-01-28 19:44:03,2015-01-28 19:56:55,-73.97383880615233,40.75812149047852,-73.95001220703125,40.78437423706056,15.96
4,2015-01-21 02:03:29,2015-01-21 02:16:03,-73.97517395019531,40.75866317749024,-73.9427490234375,40.73998260498047,13.8
1,2015-01-06 16:17:48,2015-01-06 16:43:25,-73.95501708984375,40.76543426513672,-73.86580657958984,40.77101516723633,47.63
1,2015-01-20 21:04:45,2015-01-20 21:07:07,-73.96347045898438,40.77449798583984,-73.95577239990233,40.78507995605469,6.55
1,2015-01-22 11:45:56,2015-01-22 11:56:49,-73.985595703125,40.75697326660156,-73.97106170654298,40.75087356567384,8.8
3,2015-01-16 20:35:00,2015-01-16 20:51:43,-73.98213958740233,40.76865005493164,-73.94863891601561,40.78195190429688,17.3
1,2015-01-31 20:05:20,2015-02-01 19:58:13,-73.98580169677734,40.75962066650391,-73.99830627441406,40.717559814453125,19.3
1,2015-01-19 08:10:02,2015-01-19 08:24:36,-73.98954010009764,40.72606658935546,-73.99107360839844,40.75566101074219,13.3
1,2015-01-06 07:31:42,2015-01-06 07:38:14,-73.988525390625,40.7557029724121,-73.9760513305664,40.763626098632805,7.8
2,2015-01-20 00:06:57,2015-01-20 00:18:56,-73.99049377441406,40.763347625732415,-73.94583892822266,40.838680267333984,25.18
1,2015-01-02 15:13:33,2015-01-02 15:13:37,-74.00677490234375,40.73079681396485,-74.00675964355469,40.730911254882805,3.3
1,2015-01-26 08:50:29,2015-01-26 09:23:47,-73.96958923339844,40.76041412353516,-73.99072265625,40.75083160400391,24.96
1,2015-01-23 07:15:41,2015-01-23 07:22:18,-73.9656982421875,40.76782989501953,-73.97615051269531,40.75481033325195,8.75
1,2015-01-23 21:05:59,2015-01-23 21:21:38,-73.98203277587889,40.751590728759766,-73.98304748535155,40.73153305053711,14.75
2,2015-01-17 21:10:02,2015-01-17 21:21:01,-73.96998596191406,40.75705337524414,-73.98234558105469,40.77800369262695,11.3
2,2015-01-05 18:12:31,2015-01-05 18:20:24,-73.95430755615233,40.779571533203125,-73.95294952392578,40.77159881591797,8.3
5,2015-01-25 20:45:13,2015-01-25 20:50:53,-74.00077056884764,40.73170852661133,-73.9896469116211,40.72601318359375,6.8
2,2015-01-23 13:55:50,2015-01-23 14:02:17,-73.9957275390625,40.73261260986328,-74.0068359375,40.73563766479492,8.16
1,2015-01-22 07:25:27,2015-01-22 07:31:58,-73.97898864746092,40.73624801635742,-73.97014617919923,40.75754928588867,8.3
1,2015-01-29 18:32:26,2015-01-29 18:49:09,-73.96617889404298,40.78973007202149,-73.962158203125,40.768699645996094,13.8
4,2015-01-21 18:11:18,2015-01-21 18:17:10,-73.9969711303711,40.737129211425774,-73.98628997802734,40.73622131347656,9.12
2,2015-01-15 18:48:38,2015-01-15 18:56:34,-73.94971466064453,40.77638626098633,-73.96276092529298,40.776668548583984,8.3
1,2015-01-17 20:47:36,2015-01-17 21:18:08,-73.7767333984375,40.64544296264648,-73.98171997070312,40.735836029052734,69.6
6,2015-01-09 17:21:22,2015-01-09 17:36:11,-73.987060546875,40.759525299072266,-73.99413299560547,40.732925415039055,13.3
1,2015-01-20 15:46:23,2015-01-20 15:52:14,-73.94639587402342,40.77280426025391,-73.95880889892578,40.78097152709961,8.3
1,2015-01-29 07:24:45,2015-01-29 07:34:47,-73.96253967285155,40.76635360717773,-73.98084259033203,40.7563705444336,11.16
6,2015-01-02 15:32:52,2015-01-02 15:43:18,-73.98381042480467,40.76513671875,-74.00054168701173,40.74237060546875,12.2
1,2015-01-05 21:45:10,2015-01-05 21:52:52,-73.97586059570312,40.67617034912109,-73.98954010009764,40.68471908569336,9.8
1,2015-01-29 09:51:55,2015-01-29 09:57:32,-73.94957733154298,40.776737213134766,-73.95362854003906,40.76696014404297,7.3
2,2015-01-04 21:55:32,2015-01-04 22:00:48,-73.99752044677734,40.7256088256836,-74.00739288330078,40.71533966064453,8.6
1,2015-01-17 23:59:38,2015-01-18 00:19:58,-73.99660491943358,40.76323699951172,-73.98845672607422,40.71417236328125,22.55
1,2015-01-03 20:21:12,2015-01-03 20:26:16,-73.99202728271484,40.74867248535156,-73.97964477539062,40.752403259277344,8.6
6,2015-01-22 14:47:38,2015-01-22 15:06:03,-73.98895263671875,40.75300979614258,-73.98828125,40.759315490722656,12.3
1,2015-01-15 12:40:29,2015-01-15 12:48:18,-73.97648620605469,40.74788284301758,-73.97325897216798,40.757827758789055,10.3
2,2015-01-07 00:32:24,2015-01-07 00:47:51,-73.99037170410156,40.71796417236328,-73.95966339111328,40.675689697265625,17.8
1,2015-01-28 14:11:53,2015-01-28 14:18:48,-73.94719696044923,40.77169036865234,-73.95381927490233,40.784759521484375,9.75
1,2015-01-16 02:39:50,2015-01-16 02:53:13,-73.98759460449217,40.722515106201165,-74.0125961303711,40.703399658203125,14.76
1,2015-01-31 01:45:45,2015-01-31 01:51:06,-74.00397491455078,40.741798400878906,-74.00528717041014,40.729190826416016,8.75
1,2015-01-09 23:59:32,2015-01-10 00:24:53,-74.00050354003906,40.73214721679688,-73.95191955566406,40.82427215576172,35.75
1,2015-01-21 17:22:31,2015-01-21 17:39:15,-74.01839447021484,40.70549011230469,-74.007080078125,40.71670913696289,13.3
1,2015-01-23 22:36:46,2015-01-23 22:47:20,-73.98790740966798,40.732383728027344,-74.00511932373048,40.73333358764648,11.76
1,2015-01-17 21:40:01,2015-01-17 21:57:48,-73.98432159423827,40.73998260498047,-73.99739837646483,40.695106506347656,21.3
1,2015-01-01 14:17:19,2015-01-01 14:23:01,-73.99277496337889,40.742958068847656,-74.00428771972656,40.7510871887207,6.8
1,2015-01-25 21:58:18,2015-01-25 22:09:25,-73.95407104492188,40.76395797729492,-73.98955535888672,40.71692657470703,18.8
1,2015-01-22 20:36:14,2015-01-22 20:55:18,-73.97103118896483,40.755645751953125,-74.00091552734375,40.72407150268555,18.95
1,2015-01-15 07:54:20,2015-01-15 08:19:55,-73.98868560791014,40.7587776184082,-73.87200164794923,40.774280548095696,48.0
1,2015-01-25 11:54:05,2015-01-25 12:12:52,-74.01654815673827,40.7166404724121,-73.98565673828125,4`0.74380111694336,26.3
1,2015-01-21 22:27:26,2015-01-21 22:42:57,-73.96875762939453,40.75017547607422,-73.90694427490233,40.76016616821289,20.8
1,2015-01-17 23:51:34,2015-01-17 23:59:12,-73.97882080078125,40.74095916748047,-73.99874114990233,40.74546813964844,9.3
4,2015-01-31 19:37:28,2015-01-31 19:51:11,-73.99214172363281,40.73200225830078,-74.00634002685547,40.73387908935546,10.3
1,2015-01-31 01:29:20,2015-01-31 01:56:06,-73.91932678222656,40.76546478271485,-73.92799377441406,40.76238250732422,19.3
1,2015-01-01 08:31:21,2015-01-01 08:34:20,-73.97779083251953,40.77391815185546,-73.98174285888672,40.767459869384766,6.2
1,2015-01-10 07:25:10,2015-01-10 07:37:44,-73.9601058959961,40.76214218139648,-73.99192810058595,40.74944305419922,14.8
2,2015-01-14 23:12:54,2015-01-14 23:28:32,-73.99279022216798,40.73480224609375,-73.98133850097656,40.782691955566406,17.55
1,2015-01-23 18:33:31,2015-01-23 18:37:20,-73.98072052001953,40.76793670654297,-73.98435974121092,40.76240921020508,8.0
1,2015-01-08 17:47:09,2015-01-08 17:58:00,-73.98310852050781,40.74422073364258,-73.98252868652342,40.75590133666992,14.1
1,2015-01-13 21:05:31,2015-01-13 21:14:42,-73.97137451171875,40.763282775878906,-73.986328125,40.76325607299805,8.8
1,2015-01-31 10:20:52,2015-01-31 10:35:10,-73.98613739013672,40.76210784912109,-73.96521759033203,40.79851913452149,13.3
1,2015-01-16 02:53:47,2015-01-16 02:58:23,-73.98589324951173,40.742130279541016,-73.97441864013672,40.7322654724121,7.3
6,2015-01-14 20:58:04,2015-01-14 21:01:49,-73.96717071533203,40.75674819946289,-73.95773315429686,40.76200866699219,6.3
1,2015-01-22 08:19:11,2015-01-22 08:47:38,-73.9905776977539,40.73386764526367,-73.92189025878906,40.7059440612793,29.16
1,2015-01-11 18:57:03,2015-01-11 19:05:50,-73.99089813232422,40.74910354614258,-73.994384765625,40.731983184814446,8.8
1,2015-01-11 14:39:18,2015-01-11 14:44:26,-73.95381164550781,40.78193283081056,-73.96595001220702,40.765323638916016,7.3
1,2015-01-07 06:45:03,2015-01-07 06:48:19,-73.99108123779298,40.68574905395508,-73.97714996337889,40.68233489990234,5.8
1,2015-01-25 21:21:37,2015-01-25 21:44:35,-73.99714660644531,40.722198486328125,-73.98436737060547,40.77994155883789,23.5
2,2015-01-13 12:51:27,2015-01-13 12:55:05,-73.96399688720702,40.76778030395508,-73.95525360107422,40.764678955078125,5.3
2,2015-01-15 13:21:36,2015-01-15 13:46:24,-73.9974136352539,40.75054168701172,-73.98555755615233,40.75318145751953,12.8
2,2015-01-02 06:37:01,2015-01-02 07:04:03,-73.96839141845702,40.76424789428711,-73.78730010986328,40.64458847045898,58.13
5,2015-01-19 02:54:46,2015-01-19 02:58:41,-73.99634552001953,40.724136352539055,-74.0035858154297,40.72362518310546,7.3
1,2015-01-18 15:59:04,2015-01-18 16:04:22,-73.99850463867188,40.72478103637695,-74.00383758544923,40.73832321166992,6.8
1,2015-01-30 07:38:49,2015-01-30 08:16:21,-73.99752807617188,40.7655029296875,-73.97608184814453,40.6156005859375,43.63
1,2015-01-30 09:15:16,2015-01-30 09:25:21,-73.99002075195312,40.75170516967773,-73.98247528076173,40.76715850830078,12.05
1,2015-01-23 14:32:49,2015-01-23 14:41:30,-73.99766540527344,40.71384048461913,-74.00757598876953,40.705833435058594,7.8
1,2015-01-28 15:29:11,2015-01-28 15:40:52,-73.98136138916014,40.74679565429688,-73.97111511230467,40.76118087768555,12.09
1,2015-01-05 07:41:54,2015-01-05 07:56:07,-73.93359375,40.79533004760742,-73.98542785644531,40.73994827270508,18.32
1,2015-01-13 08:39:52,2015-01-13 08:45:02,-73.96797943115233,40.76126480102539,-73.96878814697266,40.76591110229492,7.25
1,2015-01-12 19:44:43,2015-01-12 20:03:13,-73.98757934570312,40.7412567138672,-73.9876937866211,40.77548599243164,16.3
1,2015-01-06 23:08:06,2015-01-06 23:14:21,-74.0009536743164,40.73159790039063,-73.99863433837889,40.71987915039063,8.75
1,2015-01-17 20:37:31,2015-01-17 20:39:03,-74.00827026367188,40.722270965576165,-74.0069580078125,40.7300910949707,4.8
1,2015-01-28 08:27:33,2015-01-28 08:32:05,-73.98260498046875,40.751323699951165,-73.9920425415039,40.73823165893555,7.4
2,2015-01-23 18:20:24,2015-01-23 18:34:49,-73.9735107421875,40.7506217956543,-74.00330352783203,40.735260009765625,13.3
1,2015-01-03 01:31:19,2015-01-03 01:52:18,-73.77672576904298,40.64525604248047,-73.89020538330078,40.753223419189446,52.68
1,2015-01-12 18:20:36,2015-01-12 18:34:00,-73.9860076904297,40.7501335144043,-73.97138214111328,40.76308822631836,13.4
2,2015-01-18 22:46:26,2015-01-18 22:57:38,-73.98382568359375,40.74385452270508,-74.00344085693358,40.7330207824707,12.96
1,2015-01-24 08:11:12,2015-01-24 08:15:39,-73.96662139892578,40.75314712524414,-73.9539794921875,40.76646423339844,6.8
1,2015-01-06 15:04:30,2015-01-06 15:20:10,-73.9935302734375,40.7500114440918,-73.99863433837889,40.73221206665039,12.3
1,2015-01-24 01:33:24,2015-01-24 01:42:05,-73.97390747070312,40.76388168334961,-73.97689819335938,40.74681854248047,10.3
4,2015-01-06 10:13:01,2015-01-06 10:17:46,-73.98956298828125,40.7415428161621,-73.9950180053711,40.73421096801758,5.8
1,2015-01-30 21:37:33,2015-01-30 21:52:32,-73.97664642333984,40.76407623291016,-74.00051116943358,40.74744415283203,15.95
1,2015-01-08 11:23:41,2015-01-08 11:36:20,-73.9676055908203,40.7559814453125,-73.9811019897461,40.74129867553711,10.3
1,2015-01-28 06:20:13,2015-01-28 06:31:42,-74.01434326171875,40.71717071533203,-73.98258209228516,40.76305770874024,14.8
1,2015-01-23 10:00:47,2015-01-23 10:19:24,-73.95165252685547,40.76957321166992,-73.98330688476561,40.76719665527344,17.75
1,2015-01-14 18:24:21,2015-01-14 18:41:55,-73.96248626708984,40.80995559692384,-73.95301818847656,40.78170394897461,16.8
6,2015-01-22 22:59:05,2015-01-22 23:10:47,-73.97264862060547,40.785980224609375,-73.9439926147461,40.8221549987793,13.3
1,2015-01-21 11:57:47,2015-01-21 12:05:48,-73.94669342041014,40.78511428833008,-73.94990539550781,40.77215194702149,7.8
2,2015-01-07 13:06:24,2015-01-07 13:31:35,-73.95114135742188,40.78257751464844,-73.99030303955078,40.75665283203125,24.8
1,2015-01-23 19:38:09,2015-01-23 19:40:47,-73.95560455322266,40.76866912841797,-73.95589447021484,40.77547836303711,6.95
3,2015-01-18 22:24:31,2015-01-18 22:33:40,-73.98491668701173,40.758544921875,-73.96366882324217,40.764408111572266,12.3
1,2015-01-27 22:40:06,2015-01-27 22:42:34,-73.95575714111328,40.77223205566406,-73.95419311523438,40.77556228637695,5.3
1,2015-01-04 23:47:42,2015-01-05 00:08:27,-73.86270141601561,40.768829345703125,-73.94818878173827,40.676883697509766,31.8
1,2015-01-20 21:31:01,2015-01-20 21:34:37,-73.99868774414062,40.73408126831056,-73.99163055419923,40.73352813720703,5.8
2,2015-01-21 19:22:17,2015-01-21 19:28:02,-73.96603393554686,40.76787567138672,-73.96306610107422,40.76182556152344,7.3
1,2015-01-20 13:34:10,2015-01-20 13:49:00,-74.00807189941406,40.726112365722656,-73.99190521240233,40.754127502441406,14.75
1,2015-01-06 16:31:07,2015-01-06 16:37:22,-73.99054718017578,40.75008773803711,-73.99266815185547,40.7471160888672,4.8
1,2015-01-03 16:57:29,2015-01-03 17:08:55,-73.94976806640625,40.78053665161133,-73.98250579833984,40.77390670776367,11.3
1,2015-01-01 04:24:12,2015-01-01 04:27:34,-73.97674560546875,40.7883186340332,-73.97062683105469,40.79358673095703,7.3
1,2015-01-24 21:56:01,2015-01-24 22:01:51,-73.99095916748048,40.74726104736328,-74.00299072265625,40.75054931640625,8.76
2,2015-01-22 19:10:33,2015-01-22 19:45:33,-73.78182220458984,40.64463806152344,-73.98878479003906,40.75846099853516,58.13
1,2015-01-18 14:02:29,2015-01-18 14:07:38,-73.99611663818358,40.73799514770508,-74.00524139404298,40.74341583251953,7.68
1,2015-01-30 17:51:33,2015-01-30 18:03:29,-73.96614837646483,40.76129913330078,-73.95469665527342,40.77740097045898,10.8
1,2015-01-09 22:30:32,2015-01-09 22:31:59,-73.9923324584961,40.76365280151367,-73.99177551269531,40.7688865661621,4.8
3,2015-01-13 08:09:37,2015-01-13 08:16:58,-73.99236297607422,40.73821640014648,-74.00639343261719,40.72716522216797,7.8
2,2015-01-28 17:22:44,2015-01-28 17:31:16,-73.99580383300781,40.764427185058594,-74.0035400390625,40.74013137817384,13.39
1,2015-01-21 12:33:13,2015-01-21 12:50:39,-73.98249816894531,40.73139190673828,-74.0053482055664,40.72844314575195,18.3
1,2015-01-20 11:22:29,2015-01-20 11:36:17,-73.99143981933594,40.7390022277832,-74.00712585449219,40.7269287109375,13.55
1,2015-01-03 19:55:51,2015-01-03 20:06:20,-73.99077606201173,40.760398864746094,-73.9920196533203,40.748931884765625,8.8
1,2015-01-17 19:45:54,2015-01-17 19:54:27,-73.99324798583984,40.755348205566406,-73.97078704833984,40.75374603271485,8.8
1,2015-01-08 13:32:31,2015-01-08 13:39:27,-73.97169494628906,40.75753784179688,-73.98188018798828,40.743328094482415,8.3
1,2015-01-24 03:36:25,2015-01-24 03:54:58,-73.97969818115233,40.722969055175774,-73.9488525390625,40.714168548583984,17.4
1,2015-01-03 12:49:58,2015-01-03 13:32:14,-73.99052429199219,40.75008773803711,-73.79035186767578,40.646854400634766,52.8
1,2015-01-31 14:54:50,2015-01-31 15:08:55,-73.95991516113281,40.76691818237305,-73.95680236816406,40.80416488647461,13.8
1,2015-01-29 14:06:29,2015-01-29 14:17:09,-73.93909454345702,40.79906463623047,-73.95411682128906,40.777870178222656,9.8
2,2015-01-08 08:08:48,2015-01-08 08:24:19,-73.98995971679686,40.73338317871094,-74.01600646972656,40.71488571166992,15.8
1,2015-01-30 00:28:00,2015-01-30 00:45:59,-73.99302673339844,40.72014999389648,-73.94017791748048,40.70766830444336,16.3
6,2015-01-19 01:11:04,2015-01-19 01:19:25,-73.98519134521484,40.7325553894043,-73.9791488647461,40.761512756347656,13.55
2,2015-01-10 10:23:12,2015-01-10 10:29:39,-73.96089935302734,40.79704666137695,-73.97660064697266,40.77735137939453,9.3
6,2015-01-26 12:07:35,2015-01-26 12:13:21,-73.95489501953125,40.76512145996094,-73.96482849121092,40.76165390014648,6.3
1,2015-01-29 11:35:37,2015-01-29 11:58:37,-73.98724365234375,40.73580551147461,-73.97734069824217,40.75187301635742,18.35
1,2015-01-15 21:32:48,2015-01-15 21:41:42,-73.9900665283203,40.756778717041016,-74.00240325927734,40.7602653503418,8.3
1,2015-01-15 10:05:47,2015-01-15 10:14:22,-73.97946166992188,40.73828887939453,-73.99825286865233,40.73392105102539,8.3
2,2015-01-03 17:51:10,2015-01-03 17:57:18,-73.98628234863281,40.76098251342773,-73.9794921875,40.758159637451165,6.3
1,2015-01-10 15:11:38,2015-01-10 15:19:20,-74.00569915771484,40.71788024902344,-74.00738525390625,40.73332595825195,7.8
1,2015-01-28 19:00:29,2015-01-28 19:08:31,-73.99124145507811,40.73411560058594,-74.00152587890625,40.73575592041016,8.3
1,2015-01-01 21:44:07,2015-01-01 21:57:58,-74.01019287109375,40.719459533691406,-73.98719787597656,40.76034927368164,13.8
1,2015-01-23 17:22:50,2015-01-23 17:47:51,-73.9988784790039,40.73922729492188,-73.97176361083984,40.75813674926758,18.8
