poi_id,venueCategory,name,category,formatted_address,latitude,longitude,tag
4bb7e0c41261d13a8707e898,Coffee Shop,Dunkin',Bagel Shop,"85 North Ave (at Union St), New Rochelle, NY 10801",40.90667,-73.77761,1.0
4cb4b31cb4b0a35df33969ce,American Restaurant,Culinary Conference Center,American Restaurant,"161 Newkirk St (Building E), Jersey City, NJ 07306",40.730732,-74.065969,1.0
4ba8a9a9f964a5206ee539e3,Government Building,New Jersey Motor Vehicle Commission,Community and Government,"8 Mill St, Lodi, NJ 07644",40.882805,-74.075225,1.0
4abe60d8f964a520198d20e3,Coffee Shop,Starbucks,Coffee Shop,"177 8th Ave (at W 19th St), New York, NY 10011",40.74305,-74.000482,1.0
4c1ff4e68b3aa5933d499e5f,Airport,,,,,,404.0
4c955b3558d4b60c06d03129,Ferry,NY Waterway Tour Terminal Pier 78,Pier,"W 38TH St (12th Avenue), New York, NY 10018",40.760713,-74.003757,1.0
4ba0e0edf964a520138437e3,Office,,,,,,404.0
4bc308db4cdfc9b639bf9621,Other Great Outdoors,,,,,,404.0
4d9a2f78d97ba1430b43336b,Building,AC Lawrence & Company,Property Management Office,"228 E 45th St (Btwn 2'nd and 3'rd Ave.), New York, NY 10017",40.751812,-73.971737,1.0
4a676ff4f964a5206fc91fe3,Office,Health Plus,Office,"3RD Ave, Brooklyn, NY 11232",40.655634,-74.008672,1.0
4c5ef77bfff99c74eda954d3,Drink Shop,Eataly,Italian Restaurant,"200 5th Ave (at W 23rd St), New York, NY 10010",40.742098,-73.989832,1.0
4bcde547511f95210d62b5c7,Office,Harry Fox Agency,Government Department,"601 W 26th St (Between 11th Ave & 12th Ave), New York, NY 10001",40.751561,-74.006586,1.0
44af9feef964a5202b351fe3,Mexican Restaurant,Maui Tacos,Mexican Restaurant,"330 5th Ave (btwn 32nd & 33rd St.), New York, NY 10001",40.747665,-73.985465,1.0
3fd66200f964a52035e41ee3,Music Venue,Webster Hall,Music Venue,"125 E 11th St (btwn 3rd & 4th Ave), New York, NY 10003",40.73176,-73.989077,1.0
4b3a8e5df964a520d86925e3,Subway,145th Subway Station - MTA,Metro Station,"W 145TH St (Broadway), New York, NY 10031",40.826765,-73.950594,1.0
4b55ec3bf964a520aaf627e3,Student Center,Student Center,Student Center,"1 Normal Ave (Montclair State University), Montclair, NJ 07043",40.857381,-74.198443,1.0
40b68100f964a5207d001fe3,Park,Madison Square Park,Park,"23 Madison Ave (btwn E 23rd & E 26th St), New York, NY 10010",40.742253,-73.988091,1.0
4bf5cedf4d5f20a1833d98fe,Road,,,,,,404.0
4f5684de771657f331e5ca01,Home,,,,,,404.0
40e74880f964a520150a1fe3,Burger Joint,Shake Shack,Burger Joint,"Madison Ave (at E 23rd St), New York, NY 10010",40.741548,-73.988195,1.0
4b4fafebf964a520ee1027e3,Subway,MTA Subway - Clark St,Metro Station,"Clark St (btw Hicks & Henry), Brooklyn, NY 11201",40.697782,-73.993066,1.0
4ad607d3f964a520a10421e3,Bank,TD Bank,Bank,"1504 3rd Ave (at E 85th St), New York, NY 10028",40.778118,-73.954711,1.0
4c06877bcf8c76b0f09b3a65,Office,Everyday Health Media,Office,"345 Hudson St (Between King & Charlton Streets), New York, NY 10014",40.727534,-74.00764,1.0
4b7718d4f964a520077d2ee3,Sporting Goods Shop,Modell's Sporting Goods,Sporting Goods Retail,"1535 3rd Ave (btwn 86th & 87th St), New York, NY 10028",40.779123,-73.953439,1.0
4b6752eef964a52006482be3,Pizza Place,Gigi's Pizzeria & Restaurant,Pizzeria,"2519 Parsons Blvd (at Willets Point Blvd), Flushing, NY 11354",40.776047,-73.823538,1.0
4cd03669c5b39eb043fb5a16,Jewelry Store,Zales Jewelry,Jewelry Store,"142 W 34th St, New York, NY 10001",40.750409,-73.989722,1.0
49c7f7c2f964a520da571fe3,Sandwich Place,Ted & Honey,American Restaurant,"264 Clinton St (at Congress), Brooklyn, NY 11201",40.687897,-73.995731,1.0
49b15042f964a520d4521fe3,Coffee Shop,Starbucks,Coffee Shop,"345 Hudson St (btwn Charlton & King St), New York, NY 10014",40.727481,-74.007594,1.0
4ca66eec5a1e952129d98ace,Clothing Store,Urban Outfitters,Clothing Store,"1511 3rd Ave (btwn E 85th & E 86th St), New York, NY 10028",40.778405,-73.954067,1.0
4c79b79381bca093e689fe14,Neighborhood,,,,,,404.0
447bf8f1f964a520ec331fe3,Electronics Store,Fifth Avenue,Electronics Store,"5TH Ave (btwn E 58th & E 59th St), New York, NY 10021",40.764586,-73.972278,1.0
4cbf5c4e985aa35da7854612,Medical Center,Retina Associates of New Jersey PA,Ophthalmologist,"5 Franklin Ave, Belleville, NJ 07109",40.786682,-74.175633,1.0
4d1a2428401db60c2e9fffa4,Medical Center,Clara Maass Professional Care Building,Hospital,"5 Franklin Ave, Belleville, NJ 07109",40.786627,-74.175674,1.0
4e6657e7d4c06542ac9acee2,Medical Center,Dr Onyeador's Office,Doctor's Office,"304 Lakeview Ave (Merselis Ave), Clifton, NJ 07011",40.885521,-74.138468,1.0
4d98393cb7bf2c0f9ff5ea2d,Bus Station,,,,,,404.0
4dbdebed6e810768bf82ad95,Ice Cream Shop,Mark's Homemade Ice Cream Delights,Ice Cream Parlor,"8205 Bergenline Ave (82nd St), North Bergen, NJ 07047",40.803962,-74.005295,1.0
4b0d88b2f964a5206d4a23e3,Soup Place,Soup Stop,Fast Food Restaurant,"517 Columbus Ave (bet 84th & 85th), New York, NY 10024",40.785575,-73.972526,1.0
4e79392ce4cdb158f1cf4b75,Home,,,,,,404.0
4ca264431ee76dcb0d32f0dd,College Academic Building,NYCCT Midway Building,College Technology Building,"250 Jay St (New York City College of Technology (City Tech)), Brooklyn, NY 11201",40.697129,-73.987325,1.0
4bcd8da3511f95219fbbb4c7,Bank,,,,,,404.0
4bdb4bf54b1f952169ac670b,Drink Shop,Natural Frontier Market,Organic Grocery,"325 3rd Ave (btw 24th and 25th Street), New York, NY 10010",40.739658,-73.982269,1.0
4b093cd0f964a520db1423e3,Subway,MTA-34th St-Penn Stn-1-2 & 3 Lines,Metro Station,"200 W 34th St (7th Ave & Penn Station), New York, NY 10001",40.750968,-73.99101,1.0
41102700f964a520d60b1fe3,Department Store,Macy's,Department Store,"151 W 34th St (btwn 7th Ave & Broadway), New York, NY 10001",40.750802,-73.989169,1.0
4d72a06ff7c38cfaa94aaa3d,Playground,Philip Langschultz Park,Playground,"142 Williamson Rd, Bergenfield, NJ 07621",40.932774,-74.009708,1.0
4c17d9974ff90f47a9890d49,Tattoo Parlor,Jerzey Ink,Tattoo Parlor,"528 Harrison Ave (Patterson St), Harrison, NJ 07029",40.747344,-74.152571,1.0
4528a216f964a520173b1fe3,Mall,Queens Center,Shopping Mall,"9015 Queens Blvd (at 59th Ave), Elmhurst, NY 11373",40.73404,-73.870759,1.0
4ab11744f964a520046820e3,Deli,Cafe Bonjour,Cafe,"20 E 39th St (btw 5th & Madison), New York, NY 10016",40.750861,-73.981004,1.0
4cd028a77b6854810ac7bff8,Office,Correlix,Computer Repair Service,"100 William St (John Street), New York, NY 10038",40.708397,-74.007274,1.0
4bcb49aefb84c9b608821e3e,College Academic Building,Van Houten Library,Library,"154 Summit St, Newark, NJ 07102",40.743755,-74.178058,1.0
4ae8495ef964a5207fae21e3,Coffee Shop,Starbucks,Cafe,"1021 3rd Ave (at E 60th St), New York, NY 10065",40.762443,-73.965685,1.0
4b298573f964a52050a024e3,University,New York City College of Technology,Community College,"300 Jay St (at Tillary St), Brooklyn, NY 11201",40.695511,-73.987349,1.0
4c424ceea5c5ef3b2876b06f,Diner,Frank's Luncheonette,Diner,"365 Smith St (btw 1st & 2nd), Brooklyn, NY 11231",40.679063,-73.99547,1.0
4c1d0f98c09ed13ad4c5828e,Bus Station,,,,,,404.0
4c911bb157e5b60ce3df5d1c,Government Building,Central Jewish Council,Government Building,"127 Rutledge St (Council), Brooklyn, NY 11211",40.701696,-73.957921,1.0
4c8e9b251992a1cd211edffb,University,DeVry College of New York,College and University,"180 Madison Ave, New York, NY 10016",40.747671,-73.983237,1.0
4b8c4735f964a5201dc832e3,Music Store,Montclair Music Studio,Music School,"104 Watchung Ave (Valley rd), Montclair, NJ 07043",40.831083,-74.20727,1.0
4b7c9fe1f964a520559e2fe3,Light Rail,NJT - Exchange Place Light Rail Station,Rail Station,"101 Hudson St (Montgomery), Jersey City, NJ 07302",40.716172,-74.034557,1.0
4c671f759cb82d7fd1d192d2,Salon,Willy's Hairstyling,Barbershop,"209 E 81st St, New York, NY 10028",40.7755,-73.955746,1.0
4a7a0832f964a5203ce81fe3,Mexican Restaurant,Chipotle Mexican Grill,Fast Food Restaurant,"464 Park Ave S (Park Ave between 31 & 32 Streets), New York, NY 10016",40.745362,-73.982841,1.0
4b96b432f964a52018df34e3,University,Miami Ad School Brooklyn,College and University,"10 Jay St (at John St), Brooklyn, NY 11201",40.704634,-73.986965,1.0
4e5dbf1e1f6e3022a71c242b,Home,,,,,,404.0
4c56f9ad30d82d7f3cbcd862,Office,,,,,,404.0
4d4de33cd6f3224bca73a1a6,Other Great Outdoors,,,,,,404.0
4c62bfd0e1621b8dfe232453,Neighborhood,,,,,,404.0
4f51526fe4b002a741157c16,Animal Shelter,Secaucus Animal Hospital,Veterinarian,"190 County Ave, Secaucus, NJ 07094",40.771104,-74.065611,1.0
4b8d2387f964a520dbe932e3,Light Rail,NJT - Newport Light Rail Station,Rail Station,"90 Town Square Pl (at Newport Centre), Jersey City, NJ 07310",40.726869,-74.035904,1.0
4c1a2bbf838020a1adc4e661,Office,,,,,,404.0
4af42a00f964a52055f021e3,Office,Chase Bank,Bank,"277 Park Ave (at E 48th St), New York, NY 10172",40.755515,-73.974502,1.0
4ea828b19a526de96a96ad94,College Academic Building,Clara E. Dasher Student Center,College Rec Center,"303 University Ave, Newark, NJ 07102",40.737762,-74.176314,1.0
4b565676f964a520120c28e3,Ice Cream Shop,Cold Stone Creamery,Ice Cream Parlor,"17660 Union Tpke, Flushing, NY 11366",40.725673,-73.791317,1.0
4af12cb7f964a520d3e021e3,Drink Shop,,,,,,404.0
4b6214e1f964a52059342ae3,Sandwich Place,Subway,Deli,"17671 Union Tpke (at 177th St.), Fresh Meadows, NY 11366",40.726161,-73.791204,1.0
4c3b49c54565e21eb775566a,American Restaurant,Outtakes,Cafe,"95 Greene St, Jersey City, NJ 07302",40.715475,-74.036362,1.0
462a6065f964a520d9451fe3,American Restaurant,Junior's,Diner,"1515 Broadway (at W 45th St), New York, NY 10036",40.757839,-73.986344,1.0
4f7b49bbe4b00fc6db78ec89,Office,Aerin,Furniture and Home Store,"595 Madison Ave (57th), New York, NY 10022",40.762384,-73.971886,1.0
4e9bb3850cd6de03c41c1963,Subway,MTA Subway - Elder Ave,Metro Station,"Elder Avenue (Westchester Ave), Bronx, NY 10472",40.82874,-73.879798,1.0
4a8ae51ef964a520c10a20e3,Coffee Shop,Starbucks,Coffee Shop,"776 Avenue of the Americas (at W 27th St), New York, NY 10001",40.744982,-73.990906,1.0
4c72dbbf13228cfa0c362c65,Laundry Service,Sanita Tailoring Shop,Tailor,"4174 Bedford Ave (Avenue U), Brooklyn, NY 11229",40.600146,-73.946869,1.0
4e5590b5814d6ce5cc849483,Apartment,,,,,,404.0
4f4767e3e4b06a7740bdc8dd,Building,,,,,,404.0
45c76421f964a52066421fe3,Coffee Shop,Starbucks,Coffee Shop,"424 Park Ave S (at E 29th St), New York, NY 10016",40.744205,-73.983713,1.0
4cd1a3d601eaf04db979bf5d,Drink Shop,Key Food Stores Co-Op,Grocery Store,"22501 Merrick Blvd (at 225th St.), Laurelton, NY 11413",40.677687,-73.74438,1.0
4bb50ba546d4a593de78c4c0,Drugstore,Walgreens,Drugstore,"21914 Merrick Blvd, Laurelton, NY 11413",40.678941,-73.750265,1.0
4cfbe68a0df3236a2a30fca9,Automotive Shop,Meyer Auto Center,Automotive Repair Shop,"480 Flushing Ave, Brooklyn, NY 11205",40.699016,-73.955331,1.0
43a52546f964a520532c1fe3,Airport,John F. Kennedy International Airport (JFK),Airport,"Van Wyck Expy, Queens, NY 11430",40.643844,-73.782304,1.0
3fd66200f964a52004e61ee3,Cuban Restaurant,Cafe Habana,Cafe,"229 Elizabeth St (at Elizabeth St), New York, NY 10012",40.72299,-73.994233,1.0
4c3a1d102c8020a1f9d58d00,Drink Shop,Western Beef,Grocery Store,"13035 Merrick Blvd, Springfield Gardens, NY 11434",40.680593,-73.761746,1.0
4bbfcfd3461576b0d4487932,BBQ Joint,Smoke BBQ Pit,BBQ Joint,"12921 Merrick Blvd, Jamaica, NY 11434",40.680822,-73.763367,1.0
4ee6e1970e61681b98844283,Other Nightlife,Get Real Productions HQ,Bar,"120 E 34th St, New York, NY 10016",40.746345,-73.98039,1.0
4f68c7b0e4b0c15ca3e46388,Office,,,,,,404.0
3fd66200f964a5209ee41ee3,Mexican Restaurant,San Loco,Tex-Mex Restaurant,"124 2nd Ave (btwn 7th & St. Marks), New York, NY 10003",40.728184,-73.98767,1.0
3fd66200f964a52067e51ee3,Sandwich Place,Cosi,Pizzeria,"257 Park Ave S (btwn E. 20th & 21st), New York, NY 10010",40.738554,-73.987204,1.0
4c0b32d37e3fc928650bf582,Neighborhood,,,,,,404.0
4b609666f964a520f9ee29e3,Mexican Restaurant,Fresh Tortillas Express,Mexican Restaurant,"206 Varick St (W Houston), New York, NY 10014",40.728738,-74.005025,1.0
4e359a41814d2eb947337c4e,Home,,,,,,404.0
49e2afb2f964a5204d621fe3,Coffee Shop,Aroma Espresso Bar,Coffee Shop,"161 W 72nd St (at Amsterdam Ave), New York, NY 10023",40.778442,-73.980815,1.0
4cd544d894848cfa6a0de5b1,Home,,,,,,404.0
43695300f964a5208c291fe3,Building,Empire State Building,Monument,"350 5th Ave (btwn 33rd & 34th St), New York, NY 10118",40.748436,-73.98566,1.0
4b422afbf964a5200bce25e3,Gym,Bally Total Fitness,Gym and Studio,"1720 Sheepshead Bay Rd (at Voorhies Ave.), Brooklyn, NY 11235",40.585363,-73.951961,1.0
4b4b7979f964a520249d26e3,College Academic Building,King's College,College Academic Building,"350 5th Ave (at 33rd St.), New York, NY 10118",40.74836,-73.98571,1.0
4df53b7bd4c01ff6b2f262ec,Home,,,,,,404.0
4eb4ce184901cef9d84576f8,Home,,,,,,404.0
4bd383cba8b3a5935b386a5f,Drugstore,CVS Pharmacy,Drugstore,"80 Piermont Rd, Cresskill, NJ 07626",40.94039,-73.961814,1.0
4c81086adc018cfaa883c16c,Office,Lifebooker,Advertising Agency,"45 Main St (at Front St.), Brooklyn, NY 11201",40.702761,-73.990426,1.0
4db74cce43a10648ae1614e2,Other Great Outdoors,,,,,,404.0
45d1a484f964a520af421fe3,Coffee Shop,Cafe Grumpy,Cafe,"224 W 20th St (btwn 7th & 8th Ave), New York, NY 10011",40.742623,-73.998325,1.0
4bddec8a0ee3a59391312fb0,Italian Restaurant,Dolce Novita,Italian Restaurant,"107 Moonachie Rd (at E Joseph St.), Moonachie, NJ 07074",40.840183,-74.047432,1.0
4f24316fe4b063d400403adc,Drink Shop,Nonna's Table,Restaurant,"163 E 92nd St (Lexington And Third), New York, NY 10128",40.783105,-73.951888,1.0
40abf500f964a52035f31ee3,Park,Washington Square Park,Urban Park,"5 Avenue A (btwn MacDougal St & University Pl), New York, NY 10009",40.730823,-73.997332,1.0
4aeb7ef7f964a520abc221e3,Gym,Bally Total Fitness,Gym and Studio,"189 US Highway 46, Saddle Brook, NJ 07663",40.890333,-74.094156,1.0
4caf3aa3b4b0a35db3273fce,Other Great Outdoors,Washington Square Fountain,Fountain,"New York, NY 13456",,,1.0
4bd44b84a8b3a5937e7f6b5f,Stadium,MetLife Stadium,Stadium,"1 Metlife Stadium Dr, East Rutherford, NJ 07073",40.81337,-74.07438,1.0
4ed7a5a402d57802e60a57b8,Office,Xanadu/American Dream Public Relations Office,Office,"Paterson Plank Road, East Rutherford, NJ 07073",40.804992,-74.072027,1.0
4f67c6d5e4b0e34eb630101a,Home,,,,,,404.0
4a3d4aecf964a52012a21fe3,Church,St. Patrick's Cathedral,Church,"5TH Ave (at 5th Ave), New York, NY 10022",40.758526,-73.97615,1.0
4e5c09011f6e89370a22a4e1,Other Great Outdoors,,,,,,404.0
4459d2f1f964a520d7321fe3,Airport,Newark Liberty International Airport (EWR),Airport Service,"3 Brewster Rd (at Lindbergh Rd), Newark, NJ 07114",40.689685,-74.179387,1.0
4bddaa53e75c0f47d219c503,Salon,Eddy's Barbershop,Barbershop,"7423 Metropolitan Ave (at 75th St), Middle Village, NY 11379",40.713106,-73.877277,1.0
4a737bf8f964a52091dc1fe3,Train Station,,,,,,404.0
4ace59d0f964a5200ad020e3,Drink Shop,Butterfield Market,Fruit and Vegetable Store,"1114 Lexington Ave (at 78th St.), New York, NY 10075",40.774098,-73.959713,1.0
49c27575f964a520f1551fe3,Drink Shop,Union Square Greenmarket,Farmers Market,"E 17TH St (btwn E 14th & E 17th St), New York, NY 10003",40.737128,-73.990073,1.0
4c6b02f46d390f4717d3099a,College Academic Building,The New School,University,"66 W 12th St (at 6th Ave.), New York, NY 10011",40.73548,-73.997126,1.0
4c4dcaa49efabe9a41cc1569,Office,,,,,,404.0
4bc7afbc14d7952160ee67e9,Tanning Salon,Beach Bum Tanning,Tanning Salon,"239 7th Ave (btw 23rd & 24th St.), New York, NY 10011",40.744437,-73.995077,1.0
4bc7ab4c14d79521c6e367e9,Hotel,W New York - Downtown,Hotel,"123 Washington St (at Washington St), New York, NY 10006",40.709136,-74.013806,1.0
49e7c7c6f964a5201b651fe3,University,Pace University,College and University,"1 Pace Plz (btwn Nassau & Gold St), New York, NY 10038",40.71142,-74.005168,1.0
4baa4741f964a520705a3ae3,Miscellaneous Shop,Rogue Productions Magic & Fun Shop,Entertainment Service,"8508 Queens Blvd (Grand Ave & Queens Blvd), Elmhurst, NY 11373",40.736644,-73.878451,1.0
4c922cde7f3b8cfadacca21e,Student Center,Pitkin Education Center,Student Center,"400 Paramus Rd (Bergen Community College), Paramus, NJ 07652",40.952142,-74.090278,1.0
4f318c84e5e8657f88d830ac,Bar,Boboa Time,Dining and Drinking,"17635 Union Tpke (Utopia Parkway), Fresh Meadows, NY 11366",40.725807,-73.792413,1.0
4bc33420920eb713d3121d2c,Miscellaneous Shop,Dollar Tree,Discount Store,"1053 Bloomfield Ave, Clifton, NJ 07012",40.84141,-74.159574,1.0
4e4d9c17814dd49447e709e1,Coffee Shop,Gasoline Alley Coffee,Coffee Shop,"325 Lafayette St (btwn Bleecker & E Houston St), New York, NY 10012",40.725399,-73.994895,1.0
4eb0fd2d0cd6283498fc07ce,Other Great Outdoors,,,,,,404.0
4ddfe92e8877e0877e661125,Other Great Outdoors,,,,,,404.0
4a888403f964a520bb0620e3,Gym,Equinox Flatiron,Yoga Studio,"897 Broadway (btwn E 19th & E 20th St), New York, NY 10003",40.739072,-73.989975,1.0
4ab66100f964a520ce7620e3,Medical Center,Maimonides Medical Center,Hospital,"4802 10th Ave (at W 48th St.), Brooklyn, NY 11219",40.639476,-73.998488,1.0
4ee2cfc18b81bab281e0dd6f,Tattoo Parlor,,,,,,404.0
4e634431d22d509a39fb1dc2,Road,,,,,,404.0
4a494ce4f964a5202cab1fe3,University,,,,,,404.0
4d0a9b2f27f8a35dd0432713,Spanish Restaurant,Antojos Colombianos Panaderia y Restaurante,Bakery,"530 Harrison Ave, Harrison, NJ 07029",40.747344,-74.152571,1.0
4e555a38b0fb1e5686bd6646,Moving Target,,,,,,404.0
4d983945b7bf2c0febf5ea2d,Bus Station,,,,,,404.0
49f6850af964a5204c6c1fe3,Asian Restaurant,Mooncake Foods,Chinese Restaurant,"263 W 30th St (btwn 7th & 8th Ave), New York, NY 10001",40.749683,-73.994629,1.0
4b150df9f964a52011a823e3,Office,Neuberger Berman,Financial Planner,"1271 Avenue of the Americas (btwn W 51st & W 52nd St), New York, NY 10020",40.760573,-73.981034,1.0
4f3ceffde4b0811223a089bb,Factory,Ravenswood Combined Cycle Plant,Factory,"3720 Vernon Blvd (37th Ave), Long Island City, NY 11101",40.760234,-73.945372,1.0
4c0e90c57189c928ccb5d8b6,Bus Station,,,,,,404.0
4e6f593d88779c905de9cfa7,School,Amber Charter School,Elementary School,"220 E 106th St, New York, NY 10029",40.790984,-73.943885,1.0
4b2da0ddf964a520c9d924e3,Neighborhood,Upper West Side,Community and Government,"New York, NY 10025",40.78704036,-73.97541046,1.0
42829c80f964a5206a221fe3,Train Station,Grand Central Terminal,Rail Station,"89 E 42nd St (btwn Vanderbilt & Park Ave), New York, NY 10017",40.752724,-73.97716,1.0
4b93d226f964a520625334e3,Train Station,Sutter Avenue 鈥?Rutland Road,Metro Station,"Sutter Ave (Rutland Rd), Brooklyn, NY 11212",40.664733,-73.922883,1.0
4df2f04dd4c01ff6b2eaca87,Other Great Outdoors,,,,,,404.0
4edac72c61af8a14b6d7f7a2,Apartment,,,,,,404.0
4b8fbf80f964a5202a6033e3,Subway,MTA Subway - E 180th St,Metro Station,"1133 E 180th St (at Bronx Park Ave), Bronx, NY 10460",40.841578,-73.87419,1.0
4c6eafcee6b7b1f76344ad8e,Home,,,,,,404.0
4a451759f964a520c3a71fe3,General Travel,,,,,,404.0
4ab6c985f964a5200a7920e3,Hotel,The Greenwich Hotel,Hotel,"377 Greenwich St (N. Moore), New York, NY 10013",40.719919,-74.009957,1.0
4c23e755f7ced13a3dfd216d,Drink Shop,C-Town Supermarkets,Grocery Store,"100 Hugh J Grant Cir, Bronx, NY 10472",40.832417,-73.860903,1.0
4c34e81009a99c7406490c2a,Drugstore,Duane Reade,Drugstore,"52 E 14th St (btwn 4th Ave & Broadway), New York, NY 10003",40.734323,-73.990051,1.0
4a6ddef7f964a52033d31fe3,Gym,Platinum Health & Fitness,Gym and Studio,"309 Pompton Ave (at Claridge Dr), Verona, NJ 07044",40.834767,-74.225552,1.0
4bcb894d0687ef3b19f8ddcc,Asian Restaurant,Yoshino Asian Fusion,Sushi Restaurant,"562 Gramatan Ave (Broadway), Mount Vernon, NY 10552",40.925784,-73.836003,1.0
4eda1085f5b921398839dd94,Home,,,,,,404.0
4ee106e7f7903c92cdfd4d1d,Medical Center,Kingsbridge Dental Associates,Dentist,"2685 University Ave (Kingsbridge road), Bronx, NY 10468",40.868858,-73.901116,1.0
4c1836421436a593271a8d75,Apartment,The Hawthorne,Residential Building,"211 E 53rd St (53rd & 3rd), New York, NY 10022",40.757672,-73.968514,1.0
4d262ad8b7d5236a10401009,Subway,,,,,,404.0
4a06f10df964a5200c731fe3,Deli,Adinah's Farms,Grocery Store,"262 E 2nd St (at Ave C), New York, NY 10009",40.721088,-73.980801,1.0
4cf2622de9425481cbe96fc5,Home,,,,,,404.0
49f3261bf964a520696a1fe3,Diner,Clark S Diner,Coffee Shop,"80 Clark St (at Henry St), Brooklyn, NY 11201",40.697344,-73.993311,1.0
4ec36fc4754a58e0f97f1766,Neighborhood,,,,,,404.0
4b983023f964a520a13235e3,Electronics Store,Best Buy,Computers and Electronics Retail,"Route 17 N (Fashion Center Mall), Paramus, NJ 07652",40.966025,-74.07545,1.0
481dfa3af964a5207f4f1fe3,Hotel,The New Yorker A Wyndham Hotel,Hotel,"481 8th Ave (btwn 34th and 35th St), New York, NY 10001",40.752677,-73.993655,1.0
4cdc8c7699026dcb4a0c1481,Gym,Exhale Spa,Spa,"420 Park Ave S (at E 29th St.), New York, NY 10016",40.74387,-73.984137,1.0
4d66b1ef84f28cfa548a6e69,Burrito Place,Moe's Southwest Grill,Restaurant,"75 River Rd, Edgewater, NJ 07020",40.804866,-73.991862,1.0
4a8a998af964a5202b0a20e3,Coffee Shop,Starbucks,Coffee Shop,"165 Broadway (at Liberty St), New York, NY 10006",40.709712,-74.010469,1.0
4a954328f964a520cf2220e3,Office,,,,,,404.0
4b44a049f964a5201cf825e3,Subway,MTA - Bowling Green Subway Station,Computer Repair Service,"2 Broadway (at Broadway & Whitehall St), New York, NY 10004",40.704517,-74.013099,1.0
4e2bada17d8b7deda6d3fda6,Neighborhood,,,,,,404.0
4b5ca9dcf964a520f83c29e3,Subway,MTA Subway - Central Ave,Metro Station,"DeKalb Ave (at Myrtle Ave), Brooklyn, NY 11206",40.697768,-73.927318,1.0
4b344fb5f964a520eb2625e3,Mall,Bay Plaza Shopping Center,Retail,"2100 Bartow Ave (Baychester ave), Bronx, NY 10475",40.867365,-73.825231,1.0
4b9ad23ef964a52006d935e3,Fast Food Restaurant,McDonald's,Burger Joint,"1872 3rd Ave (103rd St), New York, NY 10029",40.790058,-73.94621,1.0
4a734456f964a520f8db1fe3,Coffee Shop,Starbucks,Coffee Shop,"1 Battery Park (at Pearl & State St), New York, NY 10004",40.703248,-74.014139,1.0
4bea48bca9900f47d1641640,Drink Shop,Pathmark,Grocery Store,"2136 Bartow Ave, Bronx, NY 10475",40.868303,-73.826578,1.0
41575800f964a5202f1d1fe3,Dumpling Restaurant,Dumpling Man,Dim Sum Restaurant,"100 Saint Marks Pl (btwn 1st Ave & Ave A), New York, NY 10009",40.727184,-73.98475,1.0
4f194039e4b0cfc595e6ee11,Home,,,,,,404.0
